citation_title,year,institution,sub_experiment,parameter_varied,species,strain,sex,tumor_model,model_type,anesthesia,anesthesia_class_simple,oxygen_condition,oxygen_modulated_flag,fixation_method,tissue_type,tissue_class,anatomy_depth,beam_and_field,radiation_type,particle_group,energy,machine_name,beam_type,delivery_mode,pulse_mode,total_dose_Gy,dose_range_Gy,dose_values_Gy,is_fractionated,fractionation_type,fractionation_detail,fractionation_regime,num_fractions,dose_per_fraction_Gy,inter_fraction_interval_days,flash_avg_dose_rate_Gy_s,flash_avg_dose_rate_Gy_s_source,flash_avg_dose_rate_range,flash_inst_dose_rate_Gy_s,flash_inst_dose_rate_Gy_s_source,flash_inst_dose_rate_range,flash_prf_Hz,flash_prf_Hz_source,flash_prf_range,flash_pulse_width_us,flash_pulse_width_us_source,flash_pulse_width_range,flash_num_pulses,flash_num_pulses_source,flash_dose_per_pulse_Gy,flash_dose_per_pulse_Gy_source,flash_irradiation_time_s,flash_irradiation_time_s_source,flash_irradiation_time_range,conv_avg_dose_rate_Gy_s,conv_dose_per_pulse_Gy,proton_spot_dose_rate_Gy_s,proton_field_dose_rate_Gy_s,proton_num_spots,followup_time,sample_size_per_group,endpoints_detected,healthy_tissue_effect,tumor_effect,target_normal_tissue_sparing_binary,effect_direction,dominant_endpoint_type,flash_vs_conv_effect_size_pct,effect_size_endpoint,effect_size_calculability,effect_size_comparator,dmf_endpoint,dmf_calculability,notes_free_text,derived_params,flash_effect_score_derived,is_preprint,peak_toxicity_grade,severe_toxicity,grade3plus_toxicity,endpoint_type,dmf_acute,dmf_fibrosis,energy_MeV,n_mice_acute,n_mice_late,data_notes,conv_inst_dose_rate_Gy_s,conv_pulse_mode,conv_prf_Hz,conv_pulse_width_us,conv_total_dose_Gy,conv_dose_joint_Gy,fractionation_notes,endpoint_class,dmf_type,grade_scale_max,peak_effect_pct,functional_toxicity_severity_flash,functional_toxicity_severity_conv,flash_benefit_magnitude,functional_delta_score,mechanism_flag,flash_threshold_avg_dose_rate_Gy_s,flash_energy_MeV,endpoint_primary,field_cm2,exclusion_note,oxygen_condition_grouped,tumor_effect_grouped,effect_direction_grouped,dmf_type_grouped
Proton FLASH Exposure Preserves Gut Commensal Microbiomes and Spares Intestinal Stem Cells,2026.0,University of Kansas Medical Center,Chugh_2026_FMT_FLASH_donor_18Gy,dose_rate_HDR_vs_LDR_vs_CONV_and_dose_escalation,mouse,C57BL/6J and Lgr5-eGFP-CreERT2;R26-ACTB-tdTomato-EGFP,male,,mouse,ketamine_87.5mgkg+xylazine_12.5mgkg,injectable_dissociative_plus_alpha2_agonist,normoxia_implied,0.0,,small_intestine_jejunum_whole_abdomen,GI_abdomen,whole_abdomen_abdominal_irradiation,2x3.5cm2_brass_collimated_abdominal_field,proton,proton,228 MeV,IBA ProteusONE synchrocyclotron PBS,pencil_beam_scanning_PBS_raster_scanned,single_fraction_abdominal_PBS,pulsed_synchrocyclotron_1kHz,18.0,,18_in_donors,no,single_fraction,,single_fraction,1.0,18.0,,64.29,original,57.14-64.29_HDR_family_donors,,not_reported_PW_unknown,,1000.0,original,1000,,not_reported,,280.0,inferred_HDR_18Gy,,not_applicable_continuous:patched,0.28,inferred,~0.280,,,,64.29,40.0,30d_survival_recipients;4d_histology_recipients,5,recipient_survival_30d;recipient_villus_length;crypt_depth;Ki67,YES,NOT_APPLICABLE,1.0,FLASH_donor_microbiome_confers_40pct_survival_in_CONV_irradiated_recipients,survival,not_calculable,30_day_survival_after_FMT,calculated,FLASH_HDR_or_LDR_vs_CONV_PBS_proton_IBA_ProteusONE_228MeV,,not_calculable_no_isoeffect_comparison,"Chugh 2026. FMT arm. Donors: 18 Gy ABI FLASH HDR. Recipients: CONV 18 Gy-irradiated mice receiving fecal gavage from FLASH or CONV donors. Not a direct FLASH irradiation arm in recipients — isolates microbiome-mediated effect. n=5/group. FLASH-donor FMT recipients: 40% survival at 30 days. CONV-donor FMT recipients: 0% survival. Recipient histology (4d): better villus length, crypt depth, Ki67 recovery. Demonstrates microbiome as independent mediator of FLASH GI protection.",Chugh_2026;FMT_arm;18Gy_HDR_donors;recipients_CONV_18Gy;40pct_vs_0pct_survival_30d;microbiome_mediates_FLASH_HTE;independent_mechanism;n=5,,,6,,,GI_toxicity,not_applicable,not_applicable,,,,18 Gy HDR FMT rescue arm. FLASH-donor microbiome transferred to CONV-irradiated mice. 30-day survival: FLASH-donor FMT 40% vs CONV-donor FMT 0% (+40 pp). Relative effect not calculable (CONV=0). Demonstrates microbiome is a functional mediator of FLASH GI protection.,,,,,,,single_fraction,GI_crypt,not_applicable,,,3,6,3.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,other,not_applicable
Proton FLASH Radiotherapy Ameliorates Radiation-induced Salivary Gland Dysfunction and Oral Mucositis and Increases Survival in a Mouse Model of Head and Neck Cancer,2024.0,University of Pennsylvania; IBA,Chowdhury_2024_F1,dose_and_fractionation,mouse,C57BL/6J,female,,mouse,isoflurane_2pct,isoflurane,not_reported,0.0,,salivary_glands_oral_cavity,normal_tissue,head_neck,12x20mm_rectangular_collimator;head_neck_salivary_oral_cavity,proton,proton,230 MeV,IBA Proteus Plus Cyclotron,fixed_research_beamline_shoot_through,single_fraction,pulsed,14.0,,14,no,single_fraction,,single_fraction,1.0,14.0,,128.0,original,128,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,0.1094,derived,~0.109,0.95,,,128.0,,saliva_14d_28d_90d;survival_to_90d,10,salivary_flow;survival,YES,NOT_APPLICABLE,1.0,FLASH_PROTECTIVE,salivary_gland_toxicity,,saliva_flow,not_calculable,FLASH_vs_S-PRT,salivary_flow,not_calculable,"Chowdhury 2024 F1. C57BL/6J female, healthy tissue HN 14 Gy single fraction. IBA Proteus Plus 230 MeV, 128 Gy/s FLASH vs 0.95 Gy/s S-PRT. irr_time=14/128=0.109s. n=10 saliva cohort. All mice alive at 90d. FLASH improved salivary production at 14, 28, 90d vs standard. Recovery gel supportive care 7 consecutive days post-RT.",irr_time=14/128=0.109s;all_alive_90d;salivary_benefit_14_28_90d,,,2,,,salivary_gland_toxicity,not_applicable,not_applicable,,,,"14 Gy single fraction, normal tissue arm. 230 MeV proton, 128 Gy/s FLASH vs 0.95 Gy/s CONV. Mild FLASH salivary sparing. Saliva flow improved vs CONV. AQP5 preservation, reduced cell death/atrophy. Effect size calculable from figures.",,,,,,,single_fraction,salivary,not_applicable,,,1,2,1.0,1.0,,,,,,,not_reported,NOT_APPLICABLE,flash_protective,not_applicable
Proton FLASH Radiotherapy Ameliorates Radiation-induced Salivary Gland Dysfunction and Oral Mucositis and Increases Survival in a Mouse Model of Head and Neck Cancer,2024.0,University of Pennsylvania; IBA,Chowdhury_2024_F2,dose_and_fractionation,mouse,C57BL/6J,female,,mouse,isoflurane_2pct,isoflurane,not_reported,0.0,,salivary_glands_oral_mucosa_tongue_jawbone,normal_tissue,head_neck,12x20mm_rectangular_collimator;head_neck_salivary_oral_cavity,proton,proton,230 MeV,IBA Proteus Plus Cyclotron,fixed_research_beamline_shoot_through,single_fraction,pulsed,16.0,,16,no,single_fraction,,single_fraction,1.0,16.0,,128.0,original,128,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,0.125,derived,~0.125,0.95,,,128.0,,survival_to_60d;saliva_14d_28d;histology_14d_28d_60d;jawbone_60d,22,survival;salivary_flow;AQP5;TGFb1;oral_mucositis;tongue_fibrosis;alveolar_bone_loss;salivary_gland_cell_death;mitoses;atrophy,YES,NOT_APPLICABLE,1.0,FLASH_PROTECTIVE,salivary_gland_toxicity,99,survival,calculated,FLASH_vs_S-PRT,mortality_day20,not_calculable,"Chowdhury 2024 F2. C57BL/6J female, healthy tissue HN 16 Gy single fraction. IBA Proteus Plus 230 MeV, 128 Gy/s FLASH vs 0.95 Gy/s S-PRT. irr_time=16/128=0.125s. n=22 survival cohort. Day-20 mortality: S-PRT 54.5% vs FLASH 9.1% → 83.3% relative reduction in mortality (absolute -45.4 pp). FLASH survival=(90.9% vs 45.5%, effect=+99.8%). FLASH also: improved saliva at 10/14/28d, preserved AQP5, reduced TGFb1, reduced mucositis/fibrosis, reduced jawbone loss.",mortality_SPRT=54.5%;mortality_FLASH=9.1%;relative_mortality_reduction=83.3%;absolute_reduction=45.4pp;irr_time=16/128=0.125s,,,5,,,salivary_gland_toxicity,not_applicable,not_applicable,,,,"16 Gy single fraction, female mice, normal tissue arm. Strong FLASH protection. Survival: FLASH 90.9% vs CONV 45.5% (+45.4 pp). Salivary gland, oral mucositis, and oral fibrosis endpoints measured.",,,,,,,single_fraction,salivary,not_applicable,,,2,5,3.0,1.0,,,,,,,not_reported,NOT_APPLICABLE,flash_protective,not_applicable
Proton FLASH Radiotherapy Ameliorates Radiation-induced Salivary Gland Dysfunction and Oral Mucositis and Increases Survival in a Mouse Model of Head and Neck Cancer,2024.0,University of Pennsylvania; IBA,Chowdhury_2024_F3,dose_and_fractionation,mouse,C57BL/6J,male,,mouse,isoflurane_2pct,isoflurane,not_reported,0.0,,salivary_glands_head_neck,normal_tissue,head_neck,12x20mm_rectangular_collimator;head_neck_salivary_oral_cavity,proton,proton,230 MeV,IBA Proteus Plus Cyclotron,fixed_research_beamline_shoot_through,single_fraction,pulsed,16.0,,16,no,single_fraction,,single_fraction,1.0,16.0,,128.0,original,128,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,0.125,derived,~0.125,0.95,,,128.0,,survival_to_40d;saliva_10d_14d_30d,15,survival;salivary_flow,YES,NOT_APPLICABLE,1.0,FLASH_PROTECTIVE,salivary_gland_toxicity,,survival,not_calculable,FLASH_vs_S-PRT,survival,not_calculable,"Chowdhury 2024 F3. C57BL/6J male, healthy tissue HN 16 Gy single fraction. IBA Proteus Plus 230 MeV, 128 Gy/s FLASH vs 0.95 Gy/s S-PRT. n=15 survival cohort. FLASH: significantly improved survival vs standard; improved salivary production at 10, 14, 30d. Exact mortality % not tabulated.",male_cohort;irr_time=16/128=0.125s;saliva_benefit_10_14_30d,,,4,,,salivary_gland_toxicity,not_applicable,not_applicable,,,,"16 Gy single fraction, male mice, normal tissue arm. Strong FLASH protection. Survival benefit vs CONV (calculable from KM curve). Sex-comparison arm paired with F2.",,,,,,,single_fraction,salivary,not_applicable,,,1,4,3.0,1.0,,,,,,,not_reported,NOT_APPLICABLE,flash_protective,not_applicable
Proton FLASH Radiotherapy Ameliorates Radiation-induced Salivary Gland Dysfunction and Oral Mucositis and Increases Survival in a Mouse Model of Head and Neck Cancer,2024.0,University of Pennsylvania; IBA,Chowdhury_2024_F4,dose_and_fractionation,mouse,C57BL/6J,female,,mouse,isoflurane_2pct,isoflurane,not_reported,0.0,,salivary_glands_oral_cavity_jawbone,normal_tissue,head_neck,12x20mm_rectangular_collimator;head_neck_salivary_oral_cavity,proton,proton,230 MeV,IBA Proteus Plus Cyclotron,fixed_research_beamline_shoot_through,single_fraction,pulsed,24.0,,8;8;8,yes,hypofractionated,,multi-day_fractionated,3.0,8.0,2.0,128.0,original,128,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,0.0625,derived,~0.062_per_fraction,0.95,,,128.0,,survival_to_90d;saliva_14d_30d_90d;jawbone_90d,15,survival;salivary_flow_long_term;alveolar_bone_loss,YES,NOT_APPLICABLE,1.0,FLASH_PROTECTIVE,salivary_gland_toxicity,,survival_and_saliva_flow,not_calculable,FLASH_vs_S-PRT,survival_salivary_bone,not_calculable,"Chowdhury 2024 F4. C57BL/6J female, HN 8 Gy × 3 alternate day (total 24 Gy). IBA Proteus Plus 230 MeV, 128 Gy/s FLASH per fraction. irr_time per fraction=8/128=0.063s. n=15 survival, n=10 saliva. FLASH: significantly improved survival vs standard; no significant saliva diff at 14/30d but FLASH saliva significantly higher at 90d; jawbone loss lower with FLASH at 90d.",fractionated_8x3;inter_fraction=alternate_day=2d;irr_time_per_fx=8/128=0.063s;late_saliva_benefit_90d;jawbone_benefit_90d,,,4,,,salivary_gland_toxicity,not_applicable,not_applicable,,,,"8 Gy × 3 fractions = 24 Gy total, normal tissue arm. Strong FLASH protection with hypofractionation. Survival and saliva flow both improved. Effect size calculable from KM figure.",,,,,,,8Gy_x3_alternate_day,salivary,not_applicable,,,1,4,3.0,1.0,,,,,,,not_reported,NOT_APPLICABLE,flash_protective,not_applicable
Proton FLASH Radiotherapy Ameliorates Radiation-induced Salivary Gland Dysfunction and Oral Mucositis and Increases Survival in a Mouse Model of Head and Neck Cancer,2024.0,University of Pennsylvania; IBA,Chowdhury_2024_F5,dose_and_fractionation,mouse,C57BL/6J,not_reported,MOC2-luc_orthotopic_tongue_OSCC,mouse,isoflurane_2pct,isoflurane,not_reported,0.0,,tongue_tumor_head_neck,tumor,orthotopic_tongue,12x20mm_rectangular_collimator;head_neck_salivary_oral_cavity,proton,proton,230 MeV,IBA Proteus Plus Cyclotron,fixed_research_beamline_shoot_through,single_fraction,pulsed,14.0,,14,no,single_fraction,,single_fraction,1.0,14.0,,128.0,original,128,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,0.1094,derived,~0.109,0.95,,,128.0,,survival_to_90d_post_implant,15,overall_survival,YES,SAME,1.0,FLASH_PROTECTIVE,tumor_survival_with_normal_tissue_sparing,,overall_survival,not_calculable,FLASH_vs_S-PRT,overall_survival,not_calculable,"Chowdhury 2024 F5. C57BL/6J, MOC2-luc orthotopic OSCC tongue, 14 Gy single fraction. Treated day 7 post-implantation. IBA Proteus Plus 230 MeV, 128 Gy/s FLASH. n=15. Overall survival significantly improved with FLASH vs S-PRT (p=0.031). Survival benefit attributed to normal tissue sparing — tumor area not separately assessed for 14 Gy. Tumor control preserved (inferred from study conclusion).",MOC2_tongue_D7;p=0.031;survival_benefit_via_NT_sparing;irr_time=0.109s,,,not_applicable,,,tumor_control,not_applicable,not_applicable,,,,"14 Gy, orthotopic MOC2-luc tongue tumor model. Tumor-bearing arm — FLASH improves overall survival vs CONV while tumor control preserved. Effect size calculable from KM figure. Not_applicable for normal tissue toxicity fields.",,,,,,,single_fraction,(blank),not_applicable,,,not_applicable,not_applicable,not_applicable,not_applicable,,,,,,,not_reported,equivalent_same_as_conv,flash_protective,not_applicable
Proton FLASH Radiotherapy Ameliorates Radiation-induced Salivary Gland Dysfunction and Oral Mucositis and Increases Survival in a Mouse Model of Head and Neck Cancer,2024.0,University of Pennsylvania; IBA,Chowdhury_2024_F6,dose_and_fractionation,mouse,C57BL/6J,not_reported,MOC2-luc_orthotopic_tongue_OSCC,mouse,isoflurane_2pct,isoflurane,not_reported,0.0,,tongue_tumor_oral_cavity,tumor,orthotopic_tongue,12x20mm_rectangular_collimator;head_neck_salivary_oral_cavity,proton,proton,230 MeV,IBA Proteus Plus Cyclotron,fixed_research_beamline_shoot_through,single_fraction,pulsed,16.0,,16,no,single_fraction,,single_fraction,1.0,16.0,,128.0,original,128,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,0.125,derived,~0.125,0.95,,,128.0,,survival_to_90d;tumor_histology_day15,15,overall_survival;tumor_area;tumor_tongue_ratio,YES,SAME,1.0,FLASH_PROTECTIVE,tumor_survival_with_normal_tissue_sparing,,overall_survival,not_calculable,FLASH_vs_S-PRT,overall_survival,not_calculable,"Chowdhury 2024 F6. C57BL/6J, MOC2-luc orthotopic OSCC tongue, 16 Gy single fraction. Treated day 7 post-implantation. IBA Proteus Plus 230 MeV, 128 Gy/s FLASH. n=15 survival; separate histology cohort n=10 NR, n=15 S-PRT, n=15 F-PRT at day 15. Overall survival FLASH > S-PRT (p=0.009). Tumor area and tumor/tongue ratio: NS between FLASH and S-PRT (both < non-irradiated). Confirms tumor control preserved with FLASH; survival benefit from NT sparing.",MOC2_tongue_D7;p=0.009;tumor_area_NS_FLASH_vs_SPRT;irr_time=0.125s,,,not_applicable,,,tumor_control,not_applicable,not_applicable,,,,"16 Gy, orthotopic MOC2-luc tongue tumor model. Tumor-bearing arm — FLASH improves overall survival vs CONV while tumor control preserved. Effect size calculable from KM figure.",,,,,,,single_fraction,(blank),not_applicable,,,not_applicable,not_applicable,not_applicable,not_applicable,,,,,,,not_reported,equivalent_same_as_conv,flash_protective,not_applicable
Proton FLASH Radiotherapy Ameliorates Radiation-induced Salivary Gland Dysfunction and Oral Mucositis and Increases Survival in a Mouse Model of Head and Neck Cancer,2024.0,University of Pennsylvania; IBA,Chowdhury_2024_F7,dose_and_fractionation,mouse,C57BL/6J,not_reported,MOC2-luc_orthotopic_tongue_OSCC,mouse,isoflurane_2pct,isoflurane,not_reported,0.0,,tongue_tumor_head_neck,tumor,orthotopic_tongue,12x20mm_rectangular_collimator;head_neck_salivary_oral_cavity,proton,proton,230 MeV,IBA Proteus Plus Cyclotron,fixed_research_beamline_shoot_through,single_fraction,pulsed,18.0,,18,no,single_fraction,,single_fraction,1.0,18.0,,128.0,original,128,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,0.1406,derived,~0.141,0.95,,,128.0,,survival_to_90d,15,overall_survival,YES,SAME,1.0,FLASH_PROTECTIVE,tumor_survival_with_normal_tissue_sparing,,overall_survival,not_calculable,FLASH_vs_S-PRT,overall_survival,not_calculable,"Chowdhury 2024 F7. C57BL/6J, MOC2-luc orthotopic OSCC tongue, 18 Gy single fraction. Treated day 7 post-implantation. IBA Proteus Plus 230 MeV, 128 Gy/s FLASH. n=15. Overall survival significantly improved with FLASH vs S-PRT (p=0.032). No dedicated tumor-area histology at 18 Gy; tumor control inferred from study conclusion.",MOC2_tongue_D7;p=0.032;irr_time=18/128=0.141s,,,not_applicable,,,tumor_control,not_applicable,not_applicable,,,,"18 Gy, orthotopic MOC2-luc tongue tumor model. Tumor-bearing arm — FLASH improves overall survival vs CONV while tumor control preserved. Effect size calculable from KM figure.",,,,,,,single_fraction,(blank),not_applicable,,,not_applicable,not_applicable,not_applicable,not_applicable,,,,,,,not_reported,equivalent_same_as_conv,flash_protective,not_applicable
Proton FLASH: Impact of Dose Rate and Split Dose on Acute Skin Toxicity in a Murine Model,2024.0,"Danish Centre for Particle Therapy, Aarhus University Hospital; Aarhus University; DTU Health Tech, Roskilde, Denmark",Sorensen_2024_E1_DR0p66_no_repainting,field_dose_rate_repainting_split_dose,mouse,CDF1,female,,mouse,none,none,ambient,0.0,,skin,normal_tissue,entrance_plateau,2x3cm_field;5x7_spots;5mm_vert_5.1mm_horiz_spacing,proton,proton,244-250 MeV,ProBeam (Varian Medical Systems),proton_pencil_beam_scanning,PBS,pulsed_PBS,39.3,,39.3,no,single_fraction,,single_fraction,1.0,39.3,,0.66,original,0.66±0.09,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,60.5,original,60.5±6.9,0.37,,1.73,0.66,35.0,day11_to_day25,7,acute_skin_toxicity_score,YES,NOT_APPLICABLE,1.0,weak_FLASH_sparing_severe_grade_only,acute_skin_toxicity,,acute_skin_toxicity_score,not_calculable,FLASH_vs_CONV_0.37Gys,acute_skin_score,not_calculable,"Sorensen 2024 E1. CDF1 female, hind limb skin, 39.3 Gy. ProBeam PBS 244-250 MeV. Field DR 0.66±0.09 Gy/s, PBS DR 1.73±0.24 Gy/s. 1 repainting (no repainting). Beam dur 60.5±6.9 s. n=7. Alanine measured dose=37.4±0.6 Gy. Lowest DR arm. Weak sparing; severe-grade skin toxicity begins to separate. DR50(score2.5)=6,DR50(score2.0)=9 Gy/s.",experiment=E1_dose_rate_variation;repainting=1;field_dr=0.66±0.09;pbs_dr=1.73±0.24;beam_duration=60.5±6.9s;alanine=37.4±0.6Gy;DR50_norepaint_score1p5=23;DR50_norepaint_score2p0=9;DR50_norepaint_score2p5=6;DR50_norepaint_score3p0=1,24.9,,3.0,,,acute_skin_toxicity,not_applicable,not_applicable,,,,"E1, 0.66 Gy/s, no repainting. Mild FLASH sparing emerging at lowest DR tested.",,,,,,,single_fraction,skin,not_applicable_fixed_dose_doserate_study,,,3.0,3.5,0.5,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,flash_protective,not_applicable_reasoned
Proton FLASH: Impact of Dose Rate and Split Dose on Acute Skin Toxicity in a Murine Model,2024.0,"Danish Centre for Particle Therapy, Aarhus University Hospital; Aarhus University; DTU Health Tech, Roskilde, Denmark",Sorensen_2024_E1_DR1p97_no_repainting,field_dose_rate_repainting_split_dose,mouse,CDF1,female,,mouse,none,none,ambient,0.0,,skin,normal_tissue,entrance_plateau,2x3cm_field;5x7_spots;5mm_vert_5.1mm_horiz_spacing,proton,proton,244-250 MeV,ProBeam (Varian Medical Systems),proton_pencil_beam_scanning,PBS,pulsed_PBS,39.3,,39.3,no,single_fraction,,single_fraction,1.0,39.3,,1.97,original,1.97±0.1,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,20.0,original,20.0±1.0,0.37,,5.17,1.97,35.0,day11_to_day25,6,acute_skin_toxicity_score,YES,NOT_APPLICABLE,1.0,weak_FLASH_sparing,acute_skin_toxicity,,acute_skin_toxicity_score,not_calculable,FLASH_vs_CONV_0.37Gys,acute_skin_score,not_calculable,"Sorensen 2024 E1. CDF1 female, hind limb skin, 39.3 Gy. ProBeam PBS 244-250 MeV. Field DR 1.97±0.1 Gy/s, PBS DR 5.17±0.25 Gy/s. 1 repainting (no repainting). Beam dur 20.0±1.0 s. n=6. Alanine measured dose=37.5±0.7 Gy. More sparing than 0.66 Gy/s but still weak. n=6.",experiment=E1_dose_rate_variation;repainting=1;field_dr=1.97±0.1;pbs_dr=5.17±0.25;beam_duration=20.0±1.0s;alanine=37.5±0.7Gy;DR50_norepaint_score1p5=23;DR50_norepaint_score2p0=9;DR50_norepaint_score2p5=6;DR50_norepaint_score3p0=1,40.4,,2.5,,,acute_skin_toxicity,not_applicable,not_applicable,,,,"E1, 1.97 Gy/s, no repainting. Mild FLASH sparing.",,,,,,,single_fraction,skin,not_applicable_fixed_dose_doserate_study,,,2.5,3.5,1.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,flash_protective,not_applicable_reasoned
Proton FLASH: Impact of Dose Rate and Split Dose on Acute Skin Toxicity in a Murine Model,2024.0,"Danish Centre for Particle Therapy, Aarhus University Hospital; Aarhus University; DTU Health Tech, Roskilde, Denmark",Sorensen_2024_E1_DR5p6_no_repainting,field_dose_rate_repainting_split_dose,mouse,CDF1,female,,mouse,none,none,ambient,0.0,,skin,normal_tissue,entrance_plateau,2x3cm_field;5x7_spots;5mm_vert_5.1mm_horiz_spacing,proton,proton,244-250 MeV,ProBeam (Varian Medical Systems),pencil_beam_scanning,PBS,pulsed_PBS,39.3,,39.3,no,single_fraction,,single_fraction,1.0,39.3,,5.6,original,5.6±0.4,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,7.1,original,7.1±0.51,0.37,,14.6,5.6,35.0,day11_to_day25,16,acute_skin_toxicity_score,YES,NOT_APPLICABLE,1.0,FLASH_sparing_clear,acute_skin_toxicity,,acute_skin_toxicity_score,not_calculable,FLASH_vs_CONV_0.37Gys,acute_skin_score,not_calculable,"Sorensen 2024 E1. CDF1 female, hind limb skin, 39.3 Gy. ProBeam PBS 244-250 MeV. Field DR 5.6±0.4 Gy/s, PBS DR 14.6±1.1 Gy/s. 1 repainting (no repainting). Beam dur 7.1±0.51 s. n=16. Alanine measured dose=38.7±0.7 Gy. Clear FLASH sparing present. Above DR50 for score 2.5 (6 Gy/s). n=16.",experiment=E1_dose_rate_variation;repainting=1;field_dr=5.6±0.4;pbs_dr=14.6±1.1;beam_duration=7.1±0.51s;alanine=38.7±0.7Gy;DR50_norepaint_score1p5=23;DR50_norepaint_score2p0=9;DR50_norepaint_score2p5=6;DR50_norepaint_score3p0=1,57.0,,1.0,,,acute_skin_toxicity,not_applicable,not_applicable,,,,"E1, 5.6 Gy/s, no repainting. Moderate FLASH sparing — clear step change at ~5 Gy/s.",,,,,,,single_fraction,skin,not_applicable_fixed_dose_doserate_study,,,1.0,3.5,2.5,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,flash_protective,not_applicable_reasoned
Proton FLASH: Impact of Dose Rate and Split Dose on Acute Skin Toxicity in a Murine Model,2024.0,"Danish Centre for Particle Therapy, Aarhus University Hospital; Aarhus University; DTU Health Tech, Roskilde, Denmark",Sorensen_2024_E1_DR19p3_no_repainting,field_dose_rate_repainting_split_dose,mouse,CDF1,female,,mouse,none,none,ambient,0.0,,skin,normal_tissue,entrance_plateau,2x3cm_field;5x7_spots;5mm_vert_5.1mm_horiz_spacing,proton,proton,244-250 MeV,ProBeam (Varian Medical Systems),pencil_beam_scanning,PBS,pulsed_PBS,39.3,,39.3,no,single_fraction,,single_fraction,1.0,39.3,,19.3,original,19.3±1.0,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_applicable_continuous:patched,2.04,original,2.04±0.11,0.37,,50.8,19.3,35.0,day11_to_day25,18,acute_skin_toxicity_score,YES,NOT_APPLICABLE,1.0,FLASH_sparing_stronger,acute_skin_toxicity,,acute_skin_toxicity_score,not_calculable,FLASH_vs_CONV_0.37Gys,acute_skin_score,not_calculable,"Sorensen 2024 E1. CDF1 female, hind limb skin, 39.3 Gy. ProBeam PBS 244-250 MeV. Field DR 19.3±1.0 Gy/s, PBS DR 50.8±2.7 Gy/s. 1 repainting (no repainting). Beam dur 2.04±0.11 s. n=18. Alanine measured dose=39.3±0.6 Gy. Stronger sparing. n=18.",experiment=E1_dose_rate_variation;repainting=1;field_dr=19.3±1.0;pbs_dr=50.8±2.7;beam_duration=2.04±0.11s;alanine=39.3±0.6Gy;DR50_norepaint_score1p5=23;DR50_norepaint_score2p0=9;DR50_norepaint_score2p5=6;DR50_norepaint_score3p0=1,76.7,,1.0,,,acute_skin_toxicity,not_applicable,not_applicable,,,,"E1, 19.3 Gy/s, no repainting. Moderate FLASH sparing. Plateau region beginning.",,,,,,,single_fraction,skin,not_applicable_fixed_dose_doserate_study,,,1.0,3.5,2.5,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,flash_protective,not_applicable_reasoned
